,Open,High,Low,Close,Adjusted Close,Volume,Dividend,Split Coefficient
2019-03-28,280.3500,281.2100,279.0700,280.71,278.0672,56238500,0.0000,1.0000
2019-03-27,281.1100,281.7600,277.9300,279.65,277.0172,72224700,0.0000,1.0000
2019-03-26,280.9900,282.1800,279.5600,281.12,278.4734,68125900,0.0000,1.0000
2019-03-25,278.8700,280.1850,277.6400,279.04,276.4129,85575200,0.0000,1.0000
2019-03-22,283.2200,283.8030,279.1800,279.25,276.6209,122659300,0.0000,1.0000
2019-03-21,280.6400,285.1800,280.5900,284.73,282.0494,79550400,0.0000,1.0000
2019-03-20,282.1600,283.5000,280.3200,281.55,278.8993,84609200,0.0000,1.0000
2019-03-19,283.5153,284.3600,281.4100,282.4,279.7413,90268100,0.0000,1.0000
2019-03-18,281.5500,282.6610,281.3000,282.33,279.6719,62199800,0.0000,1.0000
2019-03-15,280.5400,282.2100,280.3300,281.31,278.6616,81309000,1.2330,1.0000
2019-03-14,281.3700,281.8400,280.6660,281.16,277.2916,67518400,0.0000,1.0000
2019-03-13,280.4800,282.3800,280.3000,281.34,277.4691,80639200,0.0000,1.0000
2019-03-12,279.0600,280.0700,278.8500,279.49,275.6446,79667500,0.0000,1.0000
2019-03-11,275.2600,278.6200,275.2300,278.44,274.6090,65098900,0.0000,1.0000
2019-03-08,272.9400,274.6500,272.4229,274.46,270.6837,85795800,0.0000,1.0000
2019-03-07,276.8300,276.9900,274.0700,275.01,271.2262,94885100,0.0000,1.0000
2019-03-06,279.1500,279.1600,276.9700,277.33,273.5143,75039800,0.0000,1.0000
2019-03-05,279.5400,279.7782,278.4100,279.02,275.1810,59114600,0.0000,1.0000
2019-03-04,281.6000,281.8700,276.8400,279.4,275.5558,106494600,0.0000,1.0000
2019-03-01,280.4400,280.8800,278.8200,280.42,276.5618,78880500,0.0000,1.0000
2019-02-28,278.9600,279.4541,278.3200,278.68,274.8457,69268300,0.0000,1.0000
2019-02-27,278.5200,279.5900,277.4800,279.2,275.3586,56921600,0.0000,1.0000
2019-02-26,279.1300,280.2982,278.9000,279.32,275.4769,56844100,0.0000,1.0000
2019-02-25,280.7300,281.3100,279.4451,279.52,275.6741,69030700,0.0000,1.0000
2019-02-22,278.1100,279.3600,277.4030,279.14,275.2994,78114600,0.0000,1.0000
2019-02-21,277.7000,278.0784,276.3450,277.42,273.6031,64214700,0.0000,1.0000
2019-02-20,277.8100,278.9200,277.2500,278.41,274.5794,76610800,0.0000,1.0000
2019-02-19,276.4810,278.5800,276.4700,277.85,274.0271,59120800,0.0000,1.0000
2019-02-15,276.3693,277.4100,276.1300,277.37,273.5537,97088700,0.0000,1.0000
2019-02-14,273.7800,275.6400,272.8700,274.38,270.6049,83234400,0.0000,1.0000
2019-02-13,275.0300,275.9300,274.5600,274.99,271.2065,65277200,0.0000,1.0000
2019-02-12,272.4200,274.5200,272.3400,274.1,270.3287,72270200,0.0000,1.0000
2019-02-11,271.2000,271.4900,270.0300,270.62,266.8966,68021400,0.0000,1.0000
2019-02-08,268.7500,270.5800,267.8300,270.47,266.7487,75788900,0.0000,1.0000
2019-02-07,270.9400,271.5500,268.2900,270.14,266.4232,95482000,0.0000,1.0000
2019-02-06,272.7900,273.3377,271.9200,272.74,268.9874,58347800,0.0000,1.0000
2019-02-05,272.4400,273.4400,271.8800,273.1,269.3425,79552800,0.0000,1.0000
2019-02-04,270.1100,272.0300,269.3600,271.96,268.2181,60744800,0.0000,1.0000
2019-02-01,270.1500,271.2000,269.1800,270.06,266.3443,85782500,0.0000,1.0000
2019-01-31,267.5100,270.4700,267.2700,269.93,266.2161,104012100,0.0000,1.0000
2019-01-30,265.1000,268.5200,264.2500,267.58,263.8984,92473700,0.0000,1.0000
2019-01-29,263.9200,264.5500,262.4800,263.41,259.7858,66136300,0.0000,1.0000
2019-01-28,263.3900,263.8300,261.7900,263.76,260.1310,85613700,0.0000,1.0000
2019-01-25,265.6100,266.7000,263.6590,265.78,262.1232,96883400,0.0000,1.0000
2019-01-24,263.2100,264.2000,262.0800,263.55,259.9239,59204100,0.0000,1.0000
2019-01-23,264.0100,264.7900,260.6600,263.41,259.7858,86030300,0.0000,1.0000
2019-01-22,264.8396,265.0600,261.0600,262.86,259.2433,115531200,0.0000,1.0000
2019-01-18,264.9800,266.9800,262.9980,266.46,262.7938,127900300,0.0000,1.0000
2019-01-17,260.0100,263.9200,259.9600,262.96,259.3420,96118400,0.0000,1.0000
2019-01-16,260.8300,261.9670,260.6000,260.98,257.3892,77636700,0.0000,1.0000
2019-01-15,257.8200,260.7000,257.8100,260.35,256.7679,85208300,0.0000,1.0000
2019-01-14,256.8600,258.3000,256.4100,257.4,253.8585,70908200,0.0000,1.0000
2019-01-11,257.6800,259.0100,257.0300,258.98,255.4168,73858100,0.0000,1.0000
2019-01-10,256.2600,259.1600,255.4809,258.88,255.3181,96823900,0.0000,1.0000
2019-01-09,257.5449,258.9100,256.1900,257.97,254.4207,95006600,0.0000,1.0000
2019-01-08,256.8396,257.3100,254.0000,256.77,253.2372,102512600,0.0000,1.0000
2019-01-07,252.6900,255.9500,251.6854,254.38,250.8801,103139100,0.0000,1.0000
2019-01-04,247.5900,253.1100,247.1700,252.39,248.9174,142628800,0.0000,1.0000
2019-01-03,248.2189,248.5700,243.6700,244.21,240.8500,144140700,0.0000,1.0000
2019-01-02,245.9800,251.2100,245.9500,250.18,246.7378,126925200,0.0000,1.0000
2018-12-31,249.5600,250.1900,247.4700,249.92,246.4814,144299400,0.0000,1.0000
2018-12-28,249.5800,251.4000,246.4500,247.75,244.3412,153100200,0.0000,1.0000
2018-12-27,242.5700,248.2900,238.9600,248.07,244.6569,186267300,0.0000,1.0000
2018-12-26,235.9700,246.1800,233.7732,246.18,242.7929,218485400,0.0000,1.0000
2018-12-24,239.0400,240.8350,234.2700,234.34,231.1158,147311600,0.0000,1.0000
2018-12-21,246.7400,249.7100,239.9800,240.7,237.3882,255345600,1.4350,1.0000
2018-12-20,249.8600,251.6250,244.6500,247.17,242.3540,252053400,0.0000,1.0000
2018-12-19,255.1700,259.4000,249.3500,251.26,246.3643,214992800,0.0000,1.0000
2018-12-18,257.1918,257.9500,253.2800,255.08,250.1099,134515100,0.0000,1.0000
2018-12-17,259.4000,260.6500,253.5250,255.36,250.3844,165492300,0.0000,1.0000
2018-12-14,262.9600,264.0300,259.8500,260.47,255.3949,116961100,0.0000,1.0000
2018-12-13,266.5200,267.4900,264.1200,265.37,260.1993,96662700,0.0000,1.0000
2018-12-12,267.4700,269.0000,265.3700,265.46,260.2876,97976700,0.0000,1.0000
2018-12-11,267.6600,267.8700,262.4800,264.13,258.9835,121504400,0.0000,1.0000
2018-12-10,263.3700,265.1610,258.6200,264.07,258.9247,151445900,0.0000,1.0000
2018-12-07,269.4600,271.2200,262.6300,263.57,258.4345,161018900,0.0000,1.0000
2018-12-06,265.9200,269.9700,262.4400,269.84,264.5823,204185400,0.0000,1.0000
2018-12-04,278.3700,278.8500,269.9000,270.25,264.9843,177986000,0.0000,1.0000
2018-12-03,280.2835,280.4000,277.5050,279.3,273.8579,103176300,0.0000,1.0000
2018-11-30,273.8100,276.2800,273.4500,275.65,270.2791,98204200,0.0000,1.0000
2018-11-29,273.7100,275.5500,272.4300,273.98,268.6416,82346400,0.0000,1.0000
2018-11-28,269.6000,274.5800,268.3270,274.58,269.2299,127629600,0.0000,1.0000
2018-11-27,266.3400,268.4000,265.6882,268.4,263.1703,75502400,0.0000,1.0000
2018-11-26,265.7800,267.7500,265.3400,267.5,262.2878,79981400,0.0000,1.0000
2018-11-23,263.1800,264.8230,263.0700,263.25,258.1207,42807900,0.0000,1.0000
2018-11-21,265.8600,267.1500,265.0100,265.02,259.8562,75563700,0.0000,1.0000
2018-11-20,265.3600,267.0000,263.1500,264.12,258.9737,136021300,0.0000,1.0000
2018-11-19,273.0500,273.3800,268.0700,269.1,263.8567,103061700,0.0000,1.0000
2018-11-16,271.7757,274.7500,271.2100,273.73,268.3965,126668000,0.0000,1.0000
2018-11-15,268.7800,273.5400,267.0100,273.02,267.7003,135101400,0.0000,1.0000
2018-11-14,274.1600,274.6100,268.4500,270.2,264.9353,125335900,0.0000,1.0000
2018-11-13,273.0900,275.3250,271.2500,272.06,266.7590,98176600,0.0000,1.0000
2018-11-12,277.1900,277.4600,271.9900,272.57,267.2591,99673600,0.0000,1.0000
2018-11-09,279.0300,279.2400,276.1800,277.76,272.3480,98812600,0.0000,1.0000
2018-11-08,280.1100,281.1913,279.2200,280.5,275.0345,65584900,0.0000,1.0000
2018-11-07,277.5600,281.1000,277.0800,281.01,275.5346,102752100,0.0000,1.0000
2018-11-06,273.3200,275.3000,273.2500,275.12,269.7594,60085900,0.0000,1.0000
2018-11-05,272.4400,274.0100,271.3500,273.39,268.0631,65622500,0.0000,1.0000
2018-11-02,274.7500,275.2300,269.5900,271.89,266.5923,122634100,0.0000,1.0000
2018-11-01,271.6000,273.7300,270.3800,273.51,268.1808,99495000,0.0000,1.0000
2018-10-31,270.6500,273.2300,270.1200,270.63,265.3569,128296300,0.0000,1.0000
2018-10-30,263.6700,268.1117,263.1200,267.77,262.5526,157116000,0.0000,1.0000
2018-10-29,268.8000,270.2500,259.8500,263.86,258.7188,160749100,0.0000,1.0000
2018-10-26,265.9200,271.0000,262.2900,265.33,260.1601,201574600,0.0000,1.0000
2018-10-25,267.3800,271.8100,266.2300,270.08,264.8176,138061500,0.0000,1.0000
2018-10-24,273.3300,273.7600,264.7000,265.32,260.1504,177806700,0.0000,1.0000
2018-10-23,270.9500,274.8700,268.5998,273.61,268.2788,146352700,0.0000,1.0000
2018-10-22,277.0000,277.3600,274.4100,275.01,269.6516,82415800,0.0000,1.0000
2018-10-19,277.1139,279.3000,275.4700,276.25,270.8674,139901600,0.0000,1.0000
2018-10-18,279.4000,280.0573,274.9700,276.4,271.0144,134557500,0.0000,1.0000
2018-10-17,280.4386,281.1500,277.5600,280.45,274.9856,110626000,0.0000,1.0000
2018-10-16,276.6000,280.8200,276.0700,280.4,274.9365,118255800,0.0000,1.0000
2018-10-15,275.5500,277.0400,274.3000,274.4,269.0534,102263700,0.0000,1.0000
2018-10-12,276.7700,277.0900,272.3700,275.95,270.5732,183186500,0.0000,1.0000
2018-10-11,277.0651,278.9000,270.3600,272.17,266.8669,274840500,0.0000,1.0000
2018-10-10,286.8300,286.9100,277.8800,278.3,272.8774,214731000,0.0000,1.0000
2018-10-09,287.3900,288.8549,286.7700,287.4,281.8001,74339000,0.0000,1.0000
2018-10-08,287.0500,288.2200,285.5000,287.82,282.2119,87742200,0.0000,1.0000
2018-10-05,289.6900,290.2700,286.2200,287.82,282.2119,105951700,0.0000,1.0000
2018-10-04,291.1800,291.2400,287.6600,289.44,283.8004,111545900,0.0000,1.0000
2018-10-03,292.7400,293.2100,291.3200,291.72,286.0359,64694600,0.0000,1.0000
2018-10-02,291.5600,292.3550,291.1400,291.56,285.8791,47258200,0.0000,1.0000
2018-10-01,292.1100,292.9300,290.9800,291.73,286.0458,62078900,0.0000,1.0000
2018-09-28,289.9900,291.2800,289.9500,290.72,285.0555,70091400,0.0000,1.0000
2018-09-27,290.4100,291.9100,290.1000,290.69,285.0260,59249500,0.0000,1.0000
2018-09-26,290.9100,292.2400,289.4100,289.88,284.2318,79739700,0.0000,1.0000
2018-09-25,291.5300,291.6500,290.4859,290.75,285.0848,44370000,0.0000,1.0000
2018-09-24,291.3400,291.5000,290.3700,291.02,285.3496,53409600,0.0000,1.0000
2018-09-21,293.1122,293.2200,291.8100,291.99,286.3007,105479700,1.3230,1.0000
2018-09-20,292.6400,293.9400,291.2404,293.58,286.5625,100360600,0.0000,1.0000
2018-09-19,290.9700,291.6900,290.8250,291.22,284.2589,49080600,0.0000,1.0000
2018-09-18,289.5800,291.5800,289.5500,290.91,283.9563,61930400,0.0000,1.0000
2018-09-17,290.8200,290.8600,289.0300,289.34,282.4238,68244000,0.0000,1.0000
2018-09-14,291.0600,291.2700,290.0000,290.88,283.9270,55079900,0.0000,1.0000
2018-09-13,290.3200,291.0380,289.9950,290.83,283.8782,51034200,0.0000,1.0000
2018-09-12,289.0600,289.8000,288.2300,289.12,282.2091,59810800,0.0000,1.0000
2018-09-11,287.3700,289.5500,286.9750,289.05,282.1407,50530500,0.0000,1.0000
2018-09-10,288.7400,289.0400,287.8800,288.1,281.2135,50210900,0.0000,1.0000
2018-09-07,286.9800,288.7336,286.7100,287.6,280.7254,73524800,0.0000,1.0000
2018-09-06,289.1500,289.4900,287.0000,288.16,281.2721,65909900,0.0000,1.0000
2018-09-05,289.4100,289.6400,287.8924,289.03,282.1212,72452400,0.0000,1.0000
2018-09-04,289.8400,290.2100,288.6800,289.81,282.8826,57594400,0.0000,1.0000
2018-08-31,289.8412,290.8100,289.2900,290.31,283.3706,66140800,0.0000,1.0000
2018-08-30,290.9400,291.3678,289.6300,290.3,283.3609,61229500,0.0000,1.0000
2018-08-29,290.1600,291.7400,289.8850,291.48,284.5127,61485500,0.0000,1.0000
2018-08-28,290.3000,290.4180,289.4000,289.92,282.9900,46943500,0.0000,1.0000
2018-08-27,288.8600,289.9000,288.6800,289.78,282.8533,57072400,0.0000,1.0000
2018-08-24,286.4400,287.6700,286.3800,287.51,280.6376,57487400,0.0000,1.0000
2018-08-23,285.9700,286.9400,285.4300,285.79,278.9587,49204900,0.0000,1.0000
2018-08-22,285.8800,286.7600,285.5625,286.17,279.3296,44993300,0.0000,1.0000
2018-08-21,286.2500,287.3100,285.7140,286.34,279.4955,67272000,0.0000,1.0000
2018-08-20,285.5700,285.9700,285.0600,285.67,278.8416,39807500,0.0000,1.0000
2018-08-17,283.8300,285.5600,283.3700,285.06,278.2462,65618500,0.0000,1.0000
2018-08-16,283.4000,285.0400,283.3600,284.06,277.2701,69967900,0.0000,1.0000
2018-08-15,282.3800,282.5400,280.1600,281.78,275.0446,102925400,0.0000,1.0000
2018-08-14,282.9200,284.1700,282.4830,283.9,277.1139,43842000,0.0000,1.0000
2018-08-13,283.4700,284.1600,281.7700,282.1,275.3569,65732900,0.0000,1.0000
2018-08-10,283.4500,284.0550,282.3600,283.16,276.3916,77076000,0.0000,1.0000
2018-08-09,285.5300,285.9700,284.9150,285.07,278.2559,35717000,0.0000,1.0000
2018-08-08,285.3900,285.9100,284.9400,285.46,278.6366,42114600,0.0000,1.0000
2018-08-07,285.3900,286.0100,285.2400,285.58,278.7537,43196600,0.0000,1.0000
2018-08-06,283.6400,284.9900,283.2020,284.64,277.8362,39400900,0.0000,1.0000
2018-08-03,282.5300,283.6580,282.3209,283.6,276.8210,53935400,0.0000,1.0000
2018-08-02,279.3900,282.5800,279.1600,282.39,275.6400,63426400,0.0000,1.0000
2018-08-01,281.5600,282.1300,280.1320,280.86,274.1465,53853300,0.0000,1.0000
2018-07-31,280.8100,282.0200,280.3800,281.33,274.6053,68570500,0.0000,1.0000
2018-07-30,281.5100,281.6900,279.3600,279.95,273.2583,63742500,0.0000,1.0000
2018-07-27,283.7100,283.8200,280.3800,281.42,274.6932,76768700,0.0000,1.0000
